Aeg;Mis koolis laps käib?;Mis on lapse sugu? ;Mitmendas klassis laps õpib?;Kui pikk on lapse koolitee?;Kui tihti sõidetakse autoga kooli?;Kui tihti sõidab ühistranspordiga kooli?;Kui tihti läheb jalgsi kooli?;Kui tihti sõidab jalgrattaga kooli?;Kui tihti läheb motoriseeritud kaherattalisega kooli?;Kui tihti sõidab ise kooli?;Miks just see vahend kooli minekuks?;Kui tihti tuleb autoga koolist?;Kui tihti viiakse autoga kuni ühistranspordi peatuseni?;Kui tihti tuleb ühistranspordiga koolist?;Kui tihti jalgsi koolist?;Kui tihti tuleb jalgrattaga koolist?;Kui tihti tuleb motoriseeritud kaherattalisega koolist?;Kui tihti sõidab ise koolist?;Miks just see vahend koolist tulemiseks?;Kas kasutate lapse kooli viimiseks või koolist toomiseks autot?;Kui turvaliseks hindate kooliteed viies last kooli autoga?;Milliseid ohte oskate välja tuua?;Kui palju aega kulub teil tavaliselt autoga lapse kooli viimiseks / koolist koju toomiseks;Mis põhjustel last autoga kooli viiakse?;Kui oluliseks peate koolitee valikul mõju lapse tervisele?;Kui oluliseks peate koolitee valikul mõju keskkonnale?;Kas ja mis teie elus muutuks kui teie laps iseseisvalt rohkem koolis käiks;Kui palju aega kulub lapsel tavaliselt iseseisvalt kooli minemiseks / koolist koju tulemiseks?;Kas ja mis tingimustel sa oleks laps valmis/nõus rohkem iseseisvalt koolis käima?;Kui heaks hindad lapse liikluskäitumist?;Kui palju keskmiselt liigub laps (õues / trennid jms) igapäevaselt?;Kui turvaliseks hindad lapse kooliteed kui läheb kooli iseseisvalt (jalgsi jalgrattaga ühistranspordiga vms)?;Kas kooliteel esineb järgnevaid ohte? Märgi kõik ohud;Kui palju tekitab teile muret lapse turvalisuse osas see et laps iseseisvalt liigeldes liigselt nutitelefoni kasutab?;Milliseid ohtlikke liiklussituatsioone olete kooli ümbruses tähele pannud?;Milline on teie enda liikluskäitumine kooli ümbruses?;Kas teie hinnangul saaks kool midagi kooli ümbruse ohutustamiseks teha?;Kas teie hinnangul saate ka ise midagi kooli ümbruse ohutustamiseks teha?;Milliseid muid lahendusi pakute välja selleks et kooli ümbrust ohutumaks muuta?
11/26/2019 19:15:02;Tallinna Järveotsa Gümnaasium;Naine;7.-9.;5-10 km;2;4;3;1;1;1;me ei oma lube;1;1;4;2;2;1;1;;Viin autoga kooli (isegi kui vahel harva);4;Aeg ajalt on hommikuti kiire ja kaas liiklejad on närvilised ja ettevaatamatud.;5-10 minutit;Viime halva ilma korral, Kui oleme hiljaks jäämas, Kui lapsed on hommikul väga väsinud;3;3;Ta käibki iseseisvalt;11-20 minutit;ta käib piisavalt juba;5;46-60 minutit;4;Reguleerimata ülekäigurajad, Halvasti valgustatud tänavad, Pööret lõpetavad juhid ei anna lastele teed, Sõidukijuhid sõidavad tihti punase fooritulega ristmikule, mida lapsed peavad ületama, Paljud täiskasvanud näitavad oma liikluskäitumisega lastele halba eeskuju, Lubatud sõidukiirust ületavad juhid;1;Kui vanemad toovad lapsi kooli tihti on neil kiire kooli alal ja nad ei märka teisi jala liiklevaid lapsi kooli ees alal.;mina liiklen seal alati jala kuna käin ka ühistranspordiga ;Et autodega ei sõidetaks kooli ette .;Ei sõida autoga kooli juurde. ;
11/26/2019 19:40:49;Tallinna Järveotsa Gümnaasium;Mees;4.-6.;1-5 km;3;3;2;4;1;1;Rattaga on kõige kiirem ja mugavam. Kui rattaga ei saa minna (ratas katki, libedus, lumi), siis viime autoga või läheb bussiga ja jala . Tagasi tuleb bussiga ja jala. Ainult bussiga ei käi, kuna peab ümber istuma ja siis jala juba kiirem. ;1;1;3;3;4;1;1;;Viin autoga kooli (isegi kui vahel harva);5;;alla 5 minuti;Viime halva ilma korral;5;5;Käibki. Ainult talvel viime autoga. Ja seda ka mitte igakord. ;21-30 minutit;Käibki iseseisvalt ;5;rohkem kui 60 minutit;4;Reguleerimata ülekäigurajad, Paljud täiskasvanud näitavad oma liikluskäitumisega lastele halba eeskuju, Lubatud sõidukiirust ületavad juhid, Ülekäigurajal ei anna autojuhid teed. Kui ta esimeses klassis käis, siis ühe ettevõtte auto pidi ta minu silme all ülekäigurajal alla ajama. a;5;"Minu laps nutitelefonis ei tohi olla, ega olegi, aga koolikaaslased on. Mitu korda olen tähele pannud ohtlikke teeületusi lastel. 
";Liigun ise tavaliselt jala ja bussiga. ;Kool on sisehoovis. Autoga hoovi sõita ei soovitata. ;Ei sõida autoga kooli juurde. ;
11/26/2019 20:13:30;Tallinna Järveotsa Gümnaasium;Naine;1.-3.;1-5 km;2;4;1;1;1;1;Sest buss läheb maja eest otse koolini;2;1;5;1;1;1;1;Bussiga mugav,kuna viib maja ette;Viin autoga kooli (isegi kui vahel harva), Toon autoga koolist (isegi kui vahel harva);4;;5-10 minutit;Viime halva ilma korral;5;5;Laps käib ise ja tuleb ise;11-20 minutit;Käib iseseisvalt;3;11-20 minutit;4;Reguleerimata ülekäigurajad, Pööret lõpetavad juhid ei anna lastele teed, Sõidukijuhid sõidavad tihti punase fooritulega ristmikule, mida lapsed peavad ületama;3;Autojuhid ei jää seisma ;Jätame auto koolist eemale;;;Lapsevanemad ei peaks sõitma autoga kooli ukse ett2
11/26/2019 21:19:00;Tallinna Järveotsa Gümnaasium;Mees;1.-3.;Kuni 1 km;2;2;4;1;1;1;Eelistaks, et läheb bussiga, kuid julgeb bussiga minna ainult siis, kui läheme koos. Ise liigub jalgsi.;1;1;1;5;1;1;1;Kõige mõistlikum on liigelda jalgsi koju.;Viin autoga kooli (isegi kui vahel harva);3;Kooli juures teised autod on eriti ohtlik tegur.;alla 5 minuti;Sest laste kool jääb lapsevanema töö marsruudile (või enamvähem);3;3;Mitte midagi ei muutuks. Sõidame autoga kooli juurde siis, kui perepea autoga tööle läheb. Kõige pisema lasteaed asub otse kooli kõrval, seega täiesti üks tee, samuti täiesti tööle mineku tee peal.;11-20 minutit;Käib niigi ise, eelistab ise jalgsi minekut ja tulekut.;3;31-45 minutit;2;Reguleerimata ülekäigurajad, Halvasti valgustatud tänavad, Pööret lõpetavad juhid ei anna lastele teed, Ülekäigurajal on parkivate sõidukite tõttu nähtavus piiratud, Paljud täiskasvanud näitavad oma liikluskäitumisega lastele halba eeskuju, Lubatud sõidukiirust ületavad juhid;5;Autod.;Kui tuleme autoga, peatume kaugemal ning laps läheb ise kooli.;Viipekaardiga tõkkepuu töötajatele, paljud sõidavad keelust ja keelumärgist hoolimata kooli hoovi või lausa ukse ette.;Liigelda ohutult.;Tõkkepuust isegi piisaks.
11/26/2019 21:31:49;Tallinna Järveotsa Gümnaasium;Naine;1.-3.;1-5 km;5;1;1;1;1;1;Kool jääb tee peale, selat edasi tööle;1;1;4;2;1;1;1;;Viin autoga kooli (isegi kui vahel harva);5;;5-10 minutit;Sest laste kool jääb lapsevanema töö marsruudile (või enamvähem);3;3;Midagi;21-30 minutit;Ei oska vastata;5;rohkem kui 60 minutit;1;Reguleerimata ülekäigurajad, Halvasti valgustatud tänavad, Pööret lõpetavad juhid ei anna lastele teed, Väikesed ohutussaared suure liiklusega teel, Ülekäigurajal on parkivate sõidukite tõttu nähtavus piiratud, Paljud täiskasvanud näitavad oma liikluskäitumisega lastele halba eeskuju, Lubatud sõidukiirust ületavad juhid;5;Ei anta lastele teed;Pargin kaupluse parklasse ja sealt minut jala;;;
11/26/2019 21:52:17;Tallinna Järveotsa Gümnaasium;Mees;7.-9.;1-5 km;1;1;5;2;1;1;Jalgsi saab kõige kiireminija on tervisele samuti kasulik;1;1;1;5;2;1;1;Kool on kodule piisavalt lähedal, et koju jalutada.;Ei kasuta lapse transportimiseks autot;1;;alla 5 minuti;Kui oleme hiljaks jäämas;5;5;Ta käibki iseseisvalt koolis;11-20 minutit;Ta käibki jala ja onsellega igati nõus;5;46-60 minutit;3;Reguleerimata ülekäigurajad, Halvasti valgustatud tänavad, Kõnnitee puudub osaliselt, väga ohtlik. ;4;Autod ja jalakäiad liiklevad samal ala.....;Olen korralik liikleja;Kõnniteed puudulikud;;
11/26/2019 22:53:33;Tallinna Järveotsa Gümnaasium;Mees;4.-6.;Üle 10 km;5;1;1;1;1;1;sõidan ise linna tööle ja toon lapse kooli;3;1;2;1;1;1;1;;Viin autoga kooli (isegi kui vahel harva), Toon autoga koolist (isegi kui vahel harva);4;libe tee, loomad teel, lahtiajamata tee;21-30 minutit;Sest laste kool jääb lapsevanema töö marsruudile (või enamvähem);2;2;sõidan ise linna tööle miks peaks laps bussiga minema;46-60 minutit;siis kui elaks linnas;4;46-60 minutit;4;Halvasti valgustatud tänavad, Minu arvates ei ole lapsel kooliteel mingeid ohte;4;ei ole näinud;tuleme kaugelt ja kipume hilinema seega sõidan kooli ette;kõik on hästi;mitte kooli ette sõita;sõidukiirus olgu väike mis peabki selles piirkonnas olema
11/27/2019 9:27:11;Tallinna Järveotsa Gümnaasium;Naine;7.-9.;1-5 km;2;3;3;1;1;1;Ise otsustas;1;1;3;3;1;1;1;;Toon autoga koolist (isegi kui vahel harva);4;Ummik kooli juures;5-10 minutit;Kui lapsed paluvad, Kui oleme hiljaks jäämas;5;5;Midagi;5-10 minutit;Juba kàib;5;31-45 minutit;4;Reguleerimata ülekäigurajad, Pööret lõpetavad juhid ei anna lastele teed, Ülekäigurajal on parkivate sõidukite tõttu nähtavus piiratud, Paljud täiskasvanud näitavad oma liikluskäitumisega lastele halba eeskuju, Lubatud sõidukiirust ületavad juhid;5;Avariid;Vahel harva, peatin koolist eemal, mitte kooli hoovis;;;
11/27/2019 9:28:29;Tallinna Järveotsa Gümnaasium;Naine;4.-6.;1-5 km;3;3;1;1;1;1;Viin lapse kooli kui hommiku lähen varem tööle, kui ei lähe siis sõidab ise bussiga.;1;1;5;1;1;1;1;;Viin autoga kooli (isegi kui vahel harva), Toon autoga koolist (isegi kui vahel harva);5;;5-10 minutit;Sest laste kool jääb lapsevanema töö marsruudile (või enamvähem);3;3;Mitte midagi ei muutuks, lapsele meeldib bussiga ka käia.;21-30 minutit;Ta on nagunii nõus, lihtsalt kuna väljume kodust sama aeg ja ta jääb mulle teepeale siis enamus ajast viin ta autoga;5;46-60 minutit;5;Halvasti valgustatud tänavad;4;lapsed jooksevad ülekäigurajale.;Poe parklasse, mugavusest.;Ei;Ei;
11/27/2019 13:07:24;Tallinna Järveotsa Gümnaasium;Naine;7.-9.;5-10 km;2;5;1;1;1;1;Bussiga on mugav ja saab kiiresti kooli;2;2;5;1;1;1;1;Laps saab iseseisvalt sõita;Toon autoga koolist (isegi kui vahel harva);4;Liiklus teedek, teised autojuhid;11-20 minutit;Viime halva ilma korral, Kui oleme hiljaks jäämas;5;5;Niigi käib;21-30 minutit;Niigi käib iga päev;4;46-60 minutit;4;Reguleerimata ülekäigurajad, Halvasti valgustatud tänavad, Pööret lõpetavad juhid ei anna lastele teed, Sõidukijuhid sõidavad tihti punase fooritulega ristmikule, mida lapsed peavad ületama, Ülekäigurajal on parkivate sõidukite tõttu nähtavus piiratud, Paljud täiskasvanud näitavad oma liikluskäitumisega lastele halba eeskuju, Lubatud sõidukiirust ületavad juhid;5;Ei ole tähele pannud;Tulen autoga väga harva, pargin kooli tagumise parklasse;;;
11/27/2019 19:40:07;Tallinna Järveotsa Gümnaasium;Naine;4.-6.;1-5 km;3;3;1;1;1;1;teistmoodi ei ole võimalik, puuduvad kõnniteed.;3;1;3;1;1;1;1;;Viin autoga kooli (isegi kui vahel harva), Toon autoga koolist (isegi kui vahel harva);4;ummikud;5-10 minutit;Viime halva ilma korral, Kui lapsed paluvad, Kui lapsed on hommikul väga väsinud, Sest nii on ohutum;3;3;tekitaks rohkem muret;21-30 minutit;kui infrasuktuur oleks rohkem arenenud;4;31-45 minutit;3;Reguleerimata ülekäigurajad, Halvasti valgustatud tänavad, Suurem oht langeda kuriteo ohvriks, Ülekäigurajal on parkivate sõidukite tõttu nähtavus piiratud, Paljud täiskasvanud näitavad oma liikluskäitumisega lastele halba eeskuju, Lubatud sõidukiirust ületavad juhid;3;koolihoovi sõitvad autojuhid;tänavale, enne kooli väravat;ei tea;ei tea;
11/27/2019 21:29:22;Tallinna Järveotsa Gümnaasium;Mees;7.-9.;Kuni 1 km;1;1;5;1;1;1;Sest elame väga lähedal koolile.;1;1;1;5;1;1;1;;Ei kasuta lapse transportimiseks autot;;;alla 5 minuti;Ei vii autoga kooli, sest kool on väga lähedal.;5;3;Laps käib niigi jala koolis.;alla 5 minuti;Laps käib niigi iseseisvalt koolis.;4;rohkem kui 60 minutit;4;Reguleerimata ülekäigurajad;5;Ühel pool kooli aeda pargitud autod piiravad nähtavust.;Jalgsi;;Lisada ülekäike.;
11/27/2019 21:50:03;Tallinna Järveotsa Gümnaasium;Mees;7.-9.;Kuni 1 km;1;1;5;1;1;1;Kool on 500 meetri kaugusel, jala on mugavaim viis kohale jõuda;1;1;1;5;1;1;1;;Ei kasuta lapse transportimiseks autot;;;alla 5 minuti;ei vii last autoga kooli;4;4;Jalgsi kooli minek on kasulik tervisele ja ei saasta loodust;5-10 minutit;iga päev käib ise jala koolis, millist enamat iseseisvust pean tahtma? Täiesti valesti koostatud küsimustik!;4;rohkem kui 60 minutit;4;Lubatud sõidukiirust ületavad juhid;4;elamurajoonis ei peeta 20 km/h kiiruse reeglist lugu;Ei sõida autoga;;;
11/28/2019 11:03:02;Tallinna Järveotsa Gümnaasium;Mees;4.-6.;1-5 km;4;4;1;3;1;1;Viin autoga, kuna väiksem laps käib kõrval klasteaias. Sooja ja kuiva ilmaga käib ise rattaga. Kui minul juhtub vaba päev olema, siis läheb ise bussiga.;1;1;4;4;4;1;1;tuleb ise bussiga koju, kuna koolis vastas ei käi tal kunagi;Viin autoga kooli (isegi kui vahel harva);4;;5-10 minutit;õde käib kõrval lasteaias;5;4;Minu elu ei muutuks, kuna ta käib enamus aja ise koolis;11-20 minutit;Ei ole tingimusi, kui peab siis peab. Tal ei ole selle vastu midagi;4;rohkem kui 60 minutit;4;Ülekäigurajal on parkivate sõidukite tõttu nähtavus piiratud, Lubatud sõidukiirust ületavad juhid;3;Autoga sõidetakse koolimaja ette;Kooli viies lasen lapse kooli juures maha, sealjuures ei sõida kooli territooriumile;;;
11/28/2019 13:44:26;Tallinna Järveotsa Gümnaasium;Naine;4.-6.;5-10 km;5;2;1;1;1;1;Nii on mugavam;3;1;4;1;1;1;1;Vanemad on tööl päeval;Viin autoga kooli (isegi kui vahel harva), Toon autoga koolist (isegi kui vahel harva);4;;11-20 minutit;Sest laste kool jääb lapsevanema töö marsruudile (või enamvähem);5;3;Midagi;31-45 minutit;Kui ilm oleks parem;5;46-60 minutit;4;Reguleerimata ülekäigurajad, Pööret lõpetavad juhid ei anna lastele teed;3;Ei ole;Pargin kooli hoovi;;;
11/28/2019 15:41:04;Tallinna Järveotsa Gümnaasium;Naine;1.-3.;5-10 km;5;1;1;1;1;1;Sest ühistranspordiga liikudes peaks laps väljuma kodust juba enne kl 7.00 (!), selleks et jõuda kl 8.00 algavatesse tundidesse - puudub otseliin Vabaõhumuusemi teelt Järveotsa Gümnaaisumi (mis on piirkonna kool!), laps peaks logistama terve ringi ümber Kakumäe poolsaare. Jalgsi ja rattaga liikumiseks jääb kool kahjuks kaugele.;1;1;5;1;1;1;1;Sest koolist koju tulekuks on olemas ühistranspordi liin (21A), millega jõuab kooli juurest koju 10 min-ga - hea meelega kasutaks sellist ka hommikuti kooli jõudmiseks!;Viin autoga kooli (isegi kui vahel harva);4;Tavapärased ohud, mis liikluses võivad valitseda - halvad teeolud, kihutamine, hoolimatud kaasliiklejad.;5-10 minutit;Juba varem selgitatud põhjusel - puudub mõistlik alternatiiv ühistranspordi näol.;5;5;Lapsed muutuksid iseseisvamaks, pere logistika lihtsustuks tunduvalt (kui nt kõigil 3 lapsel algavad tunnid ise ajal, siis on vanemate tööl käimine raskendatud).;11-20 minutit;Kui oleks olemas mõistlik ühistranspordiliin.;4;46-60 minutit;4;Lubatud sõidukiirust ületavad juhid;2;Hommikuti on autosid palju, liikumisruum kitsas, lapsed pimeduses ja autode vahel halvasti nähtavad.;Autoga, peatume kooli staadioni kõrval, kus kahjuks ka suured kortermajad ja seega palju parkijaid.;Ilmselt on see keeruline, kui just ei teki lähikonda parkimismaju, kus ümberkaudsete majade elanikud saaksid oma autosid hoida, nii et majade vahel oleks ruumi rohkem ja nähtavus parem.;Sõidan võimalikult ettevaatlikult ja jälgin liiklejaid.;
11/28/2019 16:51:53;Tallinna Järveotsa Gümnaasium;Naine;1.-3.;Üle 10 km;5;1;1;1;1;1;esimese klassi lapsele on autoga turvalisem;5;1;1;1;1;1;1;;Viin autoga kooli (isegi kui vahel harva), Toon autoga koolist (isegi kui vahel harva);4;kiirustvad ja kihutavad juhid;11-20 minutit;Sest laste kool jääb lapsevanema töö marsruudile (või enamvähem), Sest nii on ohutum;3;3;Stressi rohkem lapsevanemale, kas laps jõuab turvaliselt õige bussi peale ja kas tuleb õiges peatuses maha;rohkem kui 60 minutit;vanemaks saades, nt 3.klassis;3;rohkem kui 60 minutit;2;Reguleerimata ülekäigurajad;3;ei ole märganud ohtlikke liiklussituatsioone;autoga tulen kooli taga olevasse parklasse;on piisavalt ohutu;ma sõidan naguinii tähelepanelikult ja aeglaselt;
11/28/2019 19:53:02;Tallinna Järveotsa Gümnaasium;Naine;4.-6.;1-5 km;3;3;3;3;1;1;vastavalt vajadustele ja võimalustele;3;3;3;3;3;1;1;vastavalt vajadustele ja võimalustele;Viin autoga kooli (isegi kui vahel harva), Toon autoga koolist (isegi kui vahel harva);5;;alla 5 minuti;Viime halva ilma korral, Sest laste kool jääb lapsevanema töö marsruudile (või enamvähem);5;5;Kasutame autot kooli tarvis väga harva, laps ON iseseisev;11-20 minutit;Aastaringne normaalne ilm ja valge aeg;5;rohkem kui 60 minutit;4;Reguleerimata ülekäigurajad, Suurem oht langeda kuriteo ohvriks, Lubatud sõidukiirust ületavad juhid, Allolev küsimus on arusaamatu. Jään selle juurde, et kui minu laps ütleb, et ta liigeldes nutikaga ei tegele, siis see ei ole mulle probleem. Lapsed, kes tegelevad tänaval nutikaga, on suur probleem.;1;Kooli lähedal ON palju autosi parkimas ning sõitmas ja jala liiklemiseks ruumi napib. Väga palju tuuakse lapsi autodega otse kooli juurde.;Last kooli tuues ei sõida päris kooli juurde vaid lasen ta kaugemal maha.;vähem autosi;;
11/28/2019 22:58:42;Tallinna Järveotsa Gümnaasium;Naine;4.-6.;Kuni 1 km;1;1;5;1;1;1;kool lähedal;1;1;1;5;1;1;1;;Ei kasuta lapse transportimiseks autot;;;alla 5 minuti;Ei vii last autoga kooli !;1;1;-;5-10 minutit;-;5;rohkem kui 60 minutit;5;Minu arvates ei ole lapsel kooliteel mingeid ohte;5;-;Ei;;;
11/29/2019 10:20:27;Tallinna Järveotsa Gümnaasium;Mees;7.-9.;5-10 km;5;4;1;1;1;1;Puudub rattatee ja liigume ka ise samast teed;4;4;3;1;1;1;1;Nii on kõige moistlikum;Viin autoga kooli (isegi kui vahel harva), Toon autoga koolist (isegi kui vahel harva);3;Tihe liiklus;21-30 minutit;Sest laste kool jääb lapsevanema töö marsruudile (või enamvähem);4;2;Elu oleks lihtsam;46-60 minutit;Kui oleksid paremad liikumisvõimalused (bussiliiklus või rattatee);4;31-45 minutit;5;Minu arvates ei ole lapsel kooliteel mingeid ohte;3;Kihutavad noorjuhid;Püüan olla väga tähelepanelik, pargin alati väljapoole kooli territooriumi.;Panna rohkem märgatavaid liiklusmärke (erekollasd) ja lisada üle tee minekuks sebrasid;Ei ;
11/29/2019 20:17:37;Tallinna Järveotsa Gümnaasium;Naine;4.-6.;Kuni 1 km;1;1;5;3;1;1;Nii on loogiline;1;1;1;5;3;1;1;;Ei kasuta lapse transportimiseks autot;5;;alla 5 minuti;Ei vii autoga;5;5;Ta ongi iseseisev;11-20 minutit;Juba käin;5;rohkem kui 60 minutit;3;Reguleerimata ülekäigurajad, Halvasti valgustatud tänavad, Paljud täiskasvanud näitavad oma liikluskäitumisega lastele halba eeskuju, Lubatud sõidukiirust ületavad juhid;5;Ei ole näinud;Jalgsi;;;
12.01.2019 14:43;Tallinna Järveotsa Gümnaasium;Mees;4.-6.;Kuni 1 km;4;1;2;1;1;1;Tööle sõites saan samal ajal lapse kooli viia.;2;1;1;4;1;1;1;Kodu ei ole väga kaugel.;Viin autoga kooli (isegi kui vahel harva);4;Raske liiklus;5-10 minutit;Sest laste kool jääb lapsevanema töö marsruudile (või enamvähem);2;2;Mitte midagi ei muutuks.;11-20 minutit;Kui ise tahaks.;4;11-20 minutit;4;Reguleerimata ülekäigurajad, Pööret lõpetavad juhid ei anna lastele teed, Paljud täiskasvanud näitavad oma liikluskäitumisega lastele halba eeskuju, Lubatud sõidukiirust ületavad juhid;3;Autojuhtide kiiruse ületamine.;Jah autoga, pargin kõrval majade juures.;Ei;Ei;Ülekäigurajad ja lamavpolitseinikud lisada.
12.03.2019 13:38;Tallinna Järveotsa Gümnaasium;Naine;1.-3.;5-10 km;2;5;1;1;1;1;kõige mõistlikum lahendus nii aja kokkuhoiu kui keskkonna säästu seisukohast;1;1;5;1;1;1;1;tundide lõppemise ajal ainus võimalus;Ei kasuta lapse transportimiseks autot;5;;11-20 minutit;Kui oleme hiljaks jäämas;3;5;saab sõitmiseks kasutatavat aega kasutada muuks ;31-45 minutit;juba käibki maksimaalselt ise;4;31-45 minutit;3;Halvasti valgustatud tänavad, Pööret lõpetavad juhid ei anna lastele teed, Suurem oht langeda kuriteo ohvriks, Sõidukijuhid sõidavad tihti punase fooritulega ristmikule, mida lapsed peavad ületama, Paljud täiskasvanud näitavad oma liikluskäitumisega lastele halba eeskuju, Lubatud sõidukiirust ületavad juhid;5;kahtlased isikud bussipeatuse ja kaupluse ümbruses, mõned hämarad rajad kooli ümbruses;Ei liigu autoga kooli juures. ;kool ja omavalitsus koostöös peaks korraldama koolitee valgustatuse;ei;
12.05.2019 08:28;Tallinna Järveotsa Gümnaasium;Mees;7.-9.;Kuni 1 km;1;1;5;1;1;1;Kõige odavam ;1;1;1;5;1;1;1;;Ei kasuta lapse transportimiseks autot;4;Suur liiklus ;alla 5 minuti;Ei vii last kooli autogaü;2;4;Ta käibki iseseisvalt koolis;5-10 minutit;Käib ise;5;rohkem kui 60 minutit;3;Reguleerimata ülekäigurajad, Pööret lõpetavad juhid ei anna lastele teed;3;Autoga sõidetakse kooliterritooriumile. ;Jalgsi;Rohkem kontrollida, et autod ei sõidaks kooliterritooriumile. ;Ei sõida autoga kooli juurde. ;
12.05.2019 09:18;Tallinna Järveotsa Gümnaasium;Mees;1.-3.;1-5 km;1;1;5;1;1;2;ei ole autod;2;1;1;5;1;1;1;;Ei kasuta lapse transportimiseks autot;4;;5-10 minutit;Viime halva ilma korral, Sest laste kool jääb lapsevanema töö marsruudile (või enamvähem);5;1;jah;21-30 minutit;jah;4;11-20 minutit;4;Reguleerimata ülekäigurajad, Halvasti valgustatud tänavad, Paljud täiskasvanud näitavad oma liikluskäitumisega lastele halba eeskuju;5;-;;;;
12.05.2019 09:55;Tallinna Järveotsa Gümnaasium;Naine;1.-3.;1-5 km;1;5;1;1;1;1;Kiireim viis lapsel ise kooli minekuks!;2;1;5;1;1;1;1;;Toon autoga koolist (isegi kui vahel harva);4;;5-10 minutit;Kui oleme hiljaks jäämas;3;4;Õnneks käibki iseseisvalt, sest kodu ja kooli vaheline ühstrantsport on väga mugav. Peab sõitma vaid ühe bussiga ja peatus on maja ees.;21-30 minutit;Talle väga meeldib bussiga sõita. Vahel harva kui olen talle kooli järgi läinud, sest nagunii olen seal kandis, siis ta lausa pahandab, sest tahab ise bussiga tulla! ;4;rohkem kui 60 minutit;4;Reguleerimata ülekäigurajad, Pööret lõpetavad juhid ei anna lastele teed, Väikesed ohutussaared suure liiklusega teel, Sõidukijuhid sõidavad tihti punase fooritulega ristmikule, mida lapsed peavad ületama, Ülekäigurajal on parkivate sõidukite tõttu nähtavus piiratud, Lubatud sõidukiirust ületavad juhid;5;Autod tunglevad kooli ukse ette, kus on niigi suhteliselt vähe ruumi;Ootan väike-õismäe maxima parklas. ;;;
12.05.2019 11:29;Tallinna Järveotsa Gümnaasium;Naine;7.-9.;5-10 km;3;2;1;1;1;1;Autoga viime lapse kooli nendel hommikutel, kui tal on enne koolipäeva trenn mis hakkab kell 6.45;1;1;5;1;1;1;1;;Viin autoga kooli (isegi kui vahel harva);4;;11-20 minutit;Kuna enne kooli on 3x nädalas trenn;3;3;Oleks rohkem aega;31-45 minutit;Kui hommikul enne kooli ei oleks trenni;4;rohkem kui 60 minutit;3;Halvasti valgustatud tänavad, Ülekäigurajal on parkivate sõidukite tõttu nähtavus piiratud;2;Ülekäigurajale liialt lähedale pargitud autode vahelt teele astuvad lapsed on tihti autojuhtide jaoks raskesti märgatavad. ;Kui liiklen autoga siis pargin kooli läheduses asuva kaupluse parklasse kuna seal on rohkem ruumi.;;;Arvan, et suureks probleemiks on piirkonna elanike autode parkimine. Pargitakse kuhu iganes- kõnniteele, sõiduteele, haljasalale ja lapsed peavad nende autode vahel suutma tee koolini leida. Paremini korraldatud ühistransport ja parkimisprobleemide lahendamine aitaks kindlasti kaasa laste ohutumale liiklemisele.
