Aeg;Mis koolis laps käib?;Mis on lapse sugu? ;Mitmendas klassis laps õpib?;Kui pikk on lapse koolitee?;Kui tihti sõidetakse autoga kooli?;Kui tihti sõidab laps ühistranspordiga kooli?;Kui tihti läheb laps jalgsi kooli?;Kui tihti sõidab laps jalgrattaga kooli?;Kui tihti läheb laps motoriseeritud kaherattalisega kooli?;Kui tihti sõidab laps ise kooli?;Miks just see vahend kooli minekuks?;Kui tihti tuleb laps autoga koolist?;Kui tihti viiakse laps autoga kuni ühistranspordi peatuseni?;Kui tihti tuleb laps ühistranspordiga koolist?;Kui tihti tuleb laps jalgsi koolist?;Kui tihti tuleb laps jalgrattaga koolist?;Kui tihti tuleb laps motoriseeritud kaherattalisega koolist?;Kui tihti sõidab laps ise koolist?;Miks just see vahend koolist tulemiseks?;Kas kasutate lapse kooli viimiseks või koolist toomiseks autot?;Kui turvaliseks hindate lapse kooliteed viies last kooli autoga?;Milliseid ohte oskate välja tuua?;Kui palju aega kulub teil tavaliselt autoga lapse kooli viimiseks / koolist koju toomiseks;Mis põhjustel last autoga kooli viiakse?;Kui oluliseks peate koolitee valikul mõju lapse tervisele?;Kui oluliseks peate koolitee valikul mõju keskkonnale?;Kas ja mis teie elus muutuks kui teie laps iseseisvalt rohkem koolis käiks;Kui palju aega kulub lapsel tavaliselt iseseisvalt kooli minemiseks / koolist koju tulemiseks?;Kas ja mis tingimustel sa oleks laps valmis/nõus rohkem iseseisvalt koolis käima?;Kui heaks hindad lapse liikluskäitumist?;Kui palju keskmiselt liigub laps (õues / trennid jms) igapäevaselt?;Kui turvaliseks hindad lapse kooliteed kui läheb kooli iseseisvalt (jalgsi jalgrattaga ühistranspordiga vms)?;Kas kooliteel esineb järgnevaid ohte? Märgi kõik ohud;Kui palju tekitab teile muret lapse turvalisuse osas see, et laps iseseisvalt liigeldes liigselt nutitelefoni kasutab?;Milliseid ohtlikke liiklussituatsioone olete kooli ümbruses tähele pannud?;Milline on teie enda liikluskäitumine kooli ümbruses?;Kas teie hinnangul saaks kool midagi kooli ümbruse ohutustamiseks teha?;Kas teie hinnangul saate ka ise midagi kooli ümbruse ohutustamiseks teha?;Milliseid muid lahendusi pakute välja selleks et kooli ümbrust ohutumaks muuta?
11/25/2019 17:13:38;Tallinna Järveotsa Gümnaasium;Naine;4.-6.;1-5 km;Mitte kunagi;Alati;Mitte kunagi;Mitte kunagi;Mitte kunagi;Mitte kunagi;Kiireim viis kooli jõudmiseks;Mitte kunagi;Mitte kunagi;Alati;Harva;Mitte kunagi;Mitte kunagi;Mitte kunagi;;Ei kasuta lapse transportimiseks autot;suhteliselt ohutu;;5-10 minutit;Ei vii autoga+aga ei saanud edasi liikuda kuna need on kohustuslikud;Pean oluliseks;Pean oluliseks;Käib ise koolis;11-20 minutit;käibki ise;Väga hea;31-45 minutit;Suhteliselt ohutu;Ülekäigurajal on parkivate sõidukite tõttu nähtavus piiratud+Paljud täiskasvanud näitavad oma liikluskäitumisega lastele halba eeskuju+Lubatud sõidukiirust ületavad juhid;On suur probleem ;Ei ole märganud;Autoga selleks ettenähtud parklasse ;;;
11/25/2019 17:41:54;Tallinna Järveotsa Gümnaasium;Mees;1.-3.;Kuni 1 km;Tihti;Mitte kunagi;Harva;Mitte kunagi;Mitte kunagi;Mitte kunagi;Laps alles alustas sügisel koolis käimise. Hommikul sõidan ise tööle ja võtan last kaasa;Mitte kunagi;Mitte kunagi;Mitte kunagi;Alati;Mitte kunagi;Mitte kunagi;Mitte kunagi;;Viin autoga kooli (isegi kui vahel harva);suhteliselt ohutu;Liiklusõnnetus;5-10 minutit;Sest laste kool jääb lapsevanema töö marsruudile (või enamvähem)+laps alles alustas sügisel koolis+koos käimine tundub turvaline;Suhteliselt ebaoluline;Nii ja naa;Jõuaks varem tööle;5-10 minutit;kui natuke suureks kasvab;Nii ja naa;46-60 minutit;Nii ja naa;Reguleerimata ülekäigurajad+Ülekäigurajal on parkivate sõidukite tõttu nähtavus piiratud;On suur probleem ;reguleerimata ülekäigurajal autod ei lase ülekäijaid läbi;Kooli ette ei pragi, pargin 200m kaugusele poe parkalsse;;;
11/25/2019 17:52:41;Tallinna Järveotsa Gümnaasium;Naine;7.-9.;Kuni 1 km;Mitte kunagi;Tihti;Harva;Mitte kunagi;Mitte kunagi;Mitte kunagi;Kiireim viis kooli jõudmiseks+ohutuim viis kooli jõuda;Harva;Mitte kunagi;Harva;Tihti;Mitte kunagi;Mitte kunagi;Mitte kunagi;;Toon autoga koolist (isegi kui vahel harva);täiesti ohutu;;5-10 minutit;Kui oleme hiljaks jäämas;Pean väga oluliseks;Pean väga oluliseks;Käib ise koolis;11-20 minutit;käibki ise;Väga hea;21-30 minutit;Täiesti Suhteliselt ohutu;Halvasti valgustatud tänavad;On probleem ;Ei ole märganud;Tulen autoga. Parkin kooli ette.;Ei;Ei;
11/25/2019 18:47:02;Tallinna Järveotsa Gümnaasium;Naine;7.-9.;1-5 km;Alati;Harva;Mitte kunagi;Mitte kunagi;Mitte kunagi;Mitte kunagi;Tal on hommikul raske ärgata ja ühistranspordiga minek võtab kauem aega;Harva;Mitte kunagi;Alati;Mitte kunagi;Mitte kunagi;Mitte kunagi;Mitte kunagi;Tuleb vastavalt tundide lõpuajale nii nagu jõuab;Viin autoga kooli (isegi kui vahel harva)+Toon autoga koolist (isegi kui vahel harva);täiesti ohutu;;11-20 minutit;Kui lapsed on hommikul väga väsinud;Suhteliselt ebaoluline;Suhteliselt ebaoluline;Ei näe võimalust teda hommikul veel varem äratada, see teeks kõigi elu nutusemaks;31-45 minutit;Kui kool algaks hiljem;Väga hea;rohkem kui 60 minutit;Suhteliselt ohutu;Reguleerimata ülekäigurajad;On probleem ;Ei ole märganud;Lasen lapse välja ja võtan peale koolist eemal majade taga. ;Ei oska oelda;Ei oska öelda;
11/25/2019 19:28:51;Tallinna Järveotsa Gümnaasium;Mees;4.-6.;5-10 km;Tihti;Tihti;Mitte kunagi;Mitte kunagi;Mitte kunagi;Mitte kunagi;Kuna sõidame ise hommikul autoga tööle, viime lapse kooli ka autoga. Koolist koju bussiga. Kool on kodust kaugel.;Harva;Mitte kunagi;Mitte kunagi;Mitte kunagi;Mitte kunagi;Mitte kunagi;Mitte kunagi;Mugav, bussipeatus on kooli lähedal, väljub bussist kodu juures.;Viin autoga kooli (isegi kui vahel harva);suhteliselt ohutu;Otseselt ohte ei olegi, lihtsalt mugavus.;11-20 minutit;Sest laste kool jääb lapsevanema töö marsruudile (või enamvähem)+Kui lapsed on hommikul väga väsinud;Nii ja naa;Pean oluliseks;Laps peaks varem ärkama.;21-30 minutit;Kui koolipäev algaks hiljem nt. 8.30-9.00;Hea;46-60 minutit;Suhteliselt ohutu;Reguleerimata ülekäigurajad+Halvasti valgustatud tänavad+Väikesed ohutussaared suure liiklusega teel;On probleem ;Seisva bussi kõrvalt kihutavad teisel real ülekäigurajale sõiduautod. Hoolimata sellest, et buss laseb jalakäijad üle tee.;Kooli juurde, pisut kaugemale seetõttu, et jalgsi liikuvatel lastel oleks turvalisem kooliukseni jõuda, mitte seigelda autode vahel.;Koolis on kindlad reeglid parkimse osas, see on juba suur asi.;Olla ettevaatlik.;Rohekm tänavavalgustust. Jalgväravast väljudes on pimedal ajal kooli ümbrus väga pime, hea pinnas laste kiusamiseks või veel hullemaks.
11/25/2019 20:09:28;Tallinna Järveotsa Gümnaasium;Naine;1.-3.;1-5 km;Harva;Mitte kunagi;Alati;Tihti;Mitte kunagi;Mitte kunagi;Lapsele meeldib tõuke või tava rattaga kooli minna. Teele kuulub vähem aega kui jalgsi ja laps on energiline. ;Harva;Mitte kunagi;Mitte kunagi;Alati;Tihti;Mitte kunagi;Mitte kunagi;;Ei kasuta lapse transportimiseks autot;suhteliselt ohutu;Võike õismäe peatusest mööda kõndides vajab laps liikumist üle tee seal samas. Just see kõnnitee tekitab mulle kõige enam muret. Kuna autode ja busside liikumine on tihe ja kiire. Mitte kõik autodes raatsivad peatuda.;5-10 minutit;Ei kasuta autot;Ei pea üldse oluliseks;Nii ja naa;Käib ise koolis;5-10 minutit;käibki ise;Väga hea;rohkem kui 60 minutit;Suhteliselt ohutu;Pööret lõpetavad juhid ei anna lastele teed+Väikesed ohutussaared suure liiklusega teel+Ülekäigurajal on parkivate sõidukite tõttu nähtavus piiratud;Ei tekita muret;Kooli ees tihti peale istuvad joobes inimesed;Ei;;;
11/25/2019 21:44:47;Tallinna Järveotsa Gümnaasium;Mees;7.-9.;1-5 km;Harva;Tihti;Mitte kunagi;Harva;Mitte kunagi;Mitte kunagi;Bussiga mugav ühendus kooli ja kodu vahel. Vajadusel, näiteks äärmiselt kehva ilma korral saab ka autoga viidud.;Harva;Mitte kunagi;Alati;Mitte kunagi;Harva;Mitte kunagi;Mitte kunagi;;Viin autoga kooli (isegi kui vahel harva)+Toon autoga koolist (isegi kui vahel harva);suhteliselt ohutu;;5-10 minutit;Viime halva ilma korral+Kui oleme hiljaks jäämas+Kui lapsed on hommikul väga väsinud;Nii ja naa;Suhteliselt ebaoluline;Ei muutu midagi+Käib ise koolis;11-20 minutit;käibki ise;Hea;31-45 minutit;Suhteliselt ohutu;Reguleerimata ülekäigurajad;On probleem ;Ohtlik tee ületamine;Parkimisalale;Ei;Jätkuvalt täita eeskirju;
11/26/2019 8:20:38;Tallinna Järveotsa Gümnaasium;Naine;4.-6.;1-5 km;Mitte kunagi;Tihti;Pooltel kordadel nädalast;Harva;Mitte kunagi;Mitte kunagi;Selletõttu, et laps on siiski alles 11 aastane.;Harva;Mitte kunagi;Tihti;Pooltel kordadel nädalast;Harva;Mitte kunagi;Mitte kunagi;11 aastastel ei ole juhilube;Ei kasuta lapse transportimiseks autot;suhteliselt ohutu;Liiklusõnnetus;5-10 minutit;Viime halva ilma korral;Pean oluliseks;Pean oluliseks;Käib ise koolis;11-20 minutit;käibki ise;Väga hea;rohkem kui 60 minutit;Täiesti Suhteliselt ohutu;Pööret lõpetavad juhid ei anna lastele teed+Suurem oht langeda kuriteo ohvriks+Sõidukijuhid sõidavad tihti punase fooritulega ristmikule+mida lapsed peavad ületama+Ülekäigurajal on parkivate sõidukite tõttu nähtavus piiratud+Paljud täiskasvanud näitavad oma liikluskäitumisega lastele halba eeskuju+Lubatud sõidukiirust ületavad juhid;On probleem ;Piiratud nähtavusega kohtades pargivad autod mille tõttu ei näe jalakäijaid ülekäiguradade ääres.;Kooli parklasse kui on võimalus või peatun teel, kooli ees.;kooli asukoha suhtes pole võimalust midagi ette võta.;Ei oska öelda;Antud kooli suhtes on turvalisus tagatud.
11/26/2019 8:47:38;Tallinna Järveotsa Gümnaasium;Mees;1.-3.;1-5 km;Tihti;Harva;Mitte kunagi;Mitte kunagi;Mitte kunagi;Mitte kunagi;Kui ajaliselt sobib, siis viime ta ise kooli, sest siis saab tema ka kauem magada hommikuti ja koolipäevaks välja puhata. ;Harva;Mitte kunagi;Tihti;Mitte kunagi;Mitte kunagi;Mitte kunagi;Mitte kunagi;Kuna koolipäev lõpeb tööpäevast erinevalt, siis peab ta ise hakkama saama. ;Viin autoga kooli (isegi kui vahel harva)+Toon autoga koolist (isegi kui vahel harva);suhteliselt ohutu;;5-10 minutit;Sest laste kool jääb lapsevanema töö marsruudile (või enamvähem);Nii ja naa;Nii ja naa;Lapse kooli viimine hoiab mind samuti paremini ajagraafikus, sest jõuan selle tõttu varem tööle. Vastasel juhul ei kiirustaks. Lapse kooli viimine ei tekita olulist ajakulu, sest see jääb enam-vähem marsruudile. ;11-20 minutit;On, pole tingimusi. Ta on 1 klassi õpilase kohta üsna iseseisev, alates esimesest koolinädalast. ;Hea;46-60 minutit;Suhteliselt ohutu;Pööret lõpetavad juhid ei anna lastele teed+Sõidukijuhid sõidavad tihti punase fooritulega ristmikule+mida lapsed peavad ületama;Suhteliselt väike probleem;Liigselt kiirustavad lapsevanemad (autoga) kooli parklas, lapsed liiguvad igal pool. Ka ei ole ühelt poolt kooli liikudes jalgteed. ;Kui tulen, siis sõidan aeglaselt ja jälgin enda ümber toimuvat. Vahel jätan auto eemale. ;Jalgtee rajamine. ;Jah, parkida eemale ja vähendades seega liikluskoormust. ;Tekitada autodele ringsüsteemi, kus ühest väravast sõidetakse sisse ning teiselt poolt välja. Et oleks parklas vähem manööverdamist ja edasi-tagasi sõitmist. 
11/26/2019 9:42:37;Tallinna Järveotsa Gümnaasium;Naine;7.-9.;5-10 km;Alati;Harva;Harva;Mitte kunagi;Mitte kunagi;Mitte kunagi;Elame linnapiirist väljas. Ühistransport väga kehv, jäänud isegi busse tulemata (Atko). Bussipeatusesse  valgustamata teed  2 km;Harva;Mitte kunagi;Tihti;Tihti;Mitte kunagi;Mitte kunagi;Mitte kunagi;Kool lõppeb päeval ja vanemad tööl. Laps peab saama ise koju.;Viin autoga kooli (isegi kui vahel harva);suhteliselt ohutu;Tihe liiklus+pime+ummikud;11-20 minutit;Sest laste kool jääb lapsevanema töö marsruudile (või enamvähem)+Sest nii on ohutum+Bussipeatusesse 2 km mööda pimedat külateed;Pean oluliseks;Pean oluliseks;Tuleb koolist koju ise aga kooli viime autoga. Kuni elame linnast väljas ja ühistranspordi olukord ei parane, ei ole muud varianti. Peab hakkama kooli minema poolest ööst kui läheks ise bussiga.;46-60 minutit;On nõus käima ja käiks hea meelega ise ka hommikuti kui bussitransport oleks normaalne;Väga hea;rohkem kui 60 minutit;Suhteliselt ohutu;Reguleerimata ülekäigurajad+Halvasti valgustatud tänavad+Väikesed ohutussaared suure liiklusega teel+Lubatud sõidukiirust ületavad juhid;Suhteliselt väike probleem;Majade ja parkivate autode vahel sõidavad autod liiga kiiresti. Väiksemad lapsed, kes auto tagant välja astuvad, võivad ohtu sattuda;Mitte väga kaugel koolist, u 300-400m koolmaja taga. Sest seal on vaiksem liiklus ja lapsel turvalisem koolini jõuda.;;;
11/26/2019 12:43:43;Tallinna Järveotsa Gümnaasium;Naine;7.-9.;Üle 10 km;Alati;Harva;Mitte kunagi;Mitte kunagi;Mitte kunagi;Mitte kunagi;Sest liigume ise samas suunas.;Harva;Mitte kunagi;Alati;Mitte kunagi;Mitte kunagi;Mitte kunagi;Mitte kunagi;;Viin autoga kooli (isegi kui vahel harva);suhteliselt ohutu;Tihe liiklus;11-20 minutit;Sest laste kool jääb lapsevanema töö marsruudile (või enamvähem);Pean väga oluliseks;Pean väga oluliseks;Kui muutuks marsruut, siis läheks iseseisvalt kooli.;46-60 minutit;käibki ise;Väga hea;rohkem kui 60 minutit;Nii ja naa;Reguleerimata ülekäigurajad+Halvasti valgustatud tänavad+Pööret lõpetavad juhid ei anna lastele teed+Suurem oht langeda kuriteo ohvriks+Sõidukijuhid sõidavad tihti punase fooritulega ristmikule+mida lapsed peavad ületama+Lubatud sõidukiirust ületavad juhid;Ei tekita muret;Tihe liiklus;Tulen autoga ja peatun tänaval;;;
11/26/2019 12:51:14;Tallinna Järveotsa Gümnaasium;Naine;7.-9.;5-10 km;Alati;Mitte kunagi;Mitte kunagi;Mitte kunagi;Mitte kunagi;Mitte kunagi;Elame koolist 9 km kaugusel Vatsla külas, kus on väga halb transpordiühendus kooli jõudmiseks.;Alati;Mitte kunagi;Harva;Mitte kunagi;Mitte kunagi;Mitte kunagi;Mitte kunagi;Kodu asub koolist 9 km kaugusel. Kui mõningatel juhtudel on võimalik saada ühistranspordiga osaliselt kodule lähemale, siis 2,2 km tuleb ikkagi jalgsi kõndida.;Viin autoga kooli (isegi kui vahel harva)+Toon autoga koolist (isegi kui vahel harva);suhteliselt ohutu;Hommikune ja õhtune tihe liiklus ning umbe pargitud tänavatest tulenev närviline ja ülekoormatud liiklus koolilähedases elamukvartalis Õismäel.  ;11-20 minutit;Sest laste kool jääb lapsevanema töö marsruudile (või enamvähem)+Sest puudub normaalne ja liigselt kurnav võimalus kooli minemiseks ühistranspordiga.;Ei pea üldse oluliseks;Ei pea üldse oluliseks;Kahjuks ei ole see võimalik normaalse transpordiühenduse puudumise tõttu. Samas ei muutuks ka midagi minu elus, sest minu tööteekond autoga jääb samaks.;46-60 minutit;Normaalsema transpordiühenduse olemasolul ja kooli lähemal asumisel (hetkel vahemaa 9 km).;Väga hea;46-60 minutit;Ohtlik;Reguleerimata ülekäigurajad+Halvasti valgustatud tänavad+Väikesed ohutussaared suure liiklusega teel+Suurem oht langeda kuriteo ohvriks+Sõidukijuhid sõidavad tihti punase fooritulega ristmikule+mida lapsed peavad ületama+Ülekäigurajal on parkivate sõidukite tõttu nähtavus piiratud+Paljud täiskasvanud näitavad oma liikluskäitumisega lastele halba eeskuju+Lubatud sõidukiirust ületavad juhid;Ei tekita muret;Õuealas teed mitteandvad juhid, kiiruse ületajad, teed mitteandvad juhid, ülbed ja liikluseeskirju rikkuvad kiirustavad juhid.;väldin teisi kiirustavaid ja liikluseeskirju rikkuvaid juhte, leian turvalise ja teisi liiklejaid mittesegava peatumiskoha lapse turvaliseks sõidukist väljumiseks kooli läheduses.;Piirama füüsiliselt sõitmist kooli ukse ette eirates mitmeid  keelumärke ja pannes ohtu jalgsi kooli tulevaid lapsi kooli territooriumil.;Jah, leida lapse sõidukist väljumiseks hõredama liiklusega koha.;Kooli saabuval teel liikluskorralduse muutmist.
11/26/2019 14:15:11;Tallinna Järveotsa Gümnaasium;Mees;1.-3.;Kuni 1 km;Harva;Mitte kunagi;Harva;Tihti;Mitte kunagi;Mitte kunagi;Et laps saaks liikuda piisavalt.;Harva;Mitte kunagi;Harva;Harva;Tihti;Mitte kunagi;Mitte kunagi;;Viin autoga kooli (isegi kui vahel harva)+Toon autoga koolist (isegi kui vahel harva);täiesti ohutu;;5-10 minutit;Viime halva ilma korral;Pean väga oluliseks;Pean väga oluliseks;Käib ise koolis;21-30 minutit;käibki ise;Hea;rohkem kui 60 minutit;Suhteliselt ohutu;Reguleerimata ülekäigurajad;Suhteliselt väike probleem;Ei ole märganud;Ei sõida autoga;;;
11/26/2019 14:19:20;Tallinna Järveotsa Gümnaasium;Naine;1.-3.;Kuni 1 km;Harva;Mitte kunagi;Tihti;Mitte kunagi;Mitte kunagi;Mitte kunagi;;Harva;Mitte kunagi;Mitte kunagi;Tihti;Mitte kunagi;Mitte kunagi;Mitte kunagi;*;Viin autoga kooli (isegi kui vahel harva)+Toon autoga koolist (isegi kui vahel harva)+Ei kasuta lapse transportimiseks autot;suhteliselt ohutu;autod ja võõrad inimesed;alla 5 minuti;Sest laste kool jääb lapsevanema töö marsruudile (või enamvähem);Ei pea üldse oluliseks;Ei pea üldse oluliseks;Käib ise koolis;5-10 minutit;siis, kui kõi pedofiilid on vanglas.;Halb;rohkem kui 60 minutit;Suhteliselt ohutu;Reguleerimata ülekäigurajad+Halvasti valgustatud tänavad+Pööret lõpetavad juhid ei anna lastele teed+Suurem oht langeda kuriteo ohvriks+Sõidukijuhid sõidavad tihti punase fooritulega ristmikule+mida lapsed peavad ületama+Ülekäigurajal on parkivate sõidukite tõttu nähtavus piiratud+Paljud täiskasvanud näitavad oma liikluskäitumisega lastele halba eeskuju+Lubatud sõidukiirust ületavad juhid;On suur probleem ;kui laps läheb autode vahel, siis teda ei ole näha;;;;
11/26/2019 14:24:33;Tallinna Järveotsa Gümnaasium;Naine;1.-3.;Kuni 1 km;Mitte kunagi;Mitte kunagi;Harva;Tihti;Mitte kunagi;Mitte kunagi;Tõukerattaga jõuab kiiremini kui jala;Mitte kunagi;Mitte kunagi;Mitte kunagi;Harva;Tihti;Mitte kunagi;Mitte kunagi;kiirem ja muagavam;Ei kasuta lapse transportimiseks autot;nii ja naa;ei vii last autoga kooli, m iks ma pean järgenvatele vastama??;rohkem kui 60 minutit;Viime halva ilma korral+Sest laste kool jääb lapsevanema töö marsruudile (või enamvähem)+Kui lapsed paluvad+Kui oleme hiljaks jäämas+Kui lapsed on hommikul väga väsinud+Viime+selleks+et see aitab meil oma (lapsevanema) päeva rutiini hoida+Viime ühistranspordi peatuseni+sest sinna on pikk maa+Viime ühistranspordi peatuseni+sest tee sinna on muidu ohtlik.+Sest nii on ohutum+ei vii last autoga kooli+aga märkisin kõik kuna te ei näinud sellist varianti ette;Pean oluliseks;Nii ja naa;Käib ise koolis+Ei muutu midagi;5-10 minutit;käibki ise;Hea;31-45 minutit;Suhteliselt ohutu;Suurem oht langeda kuriteo ohvriks+Paljud täiskasvanud näitavad oma liikluskäitumisega lastele halba eeskuju+harv liiklus võib põhjustada hooletust liikluskäitumises;On suur probleem ;Kooli hoovis sõidavad autod mõnikord mitte piisavalt tähelepanelikult ja liiga kiiresti;Jalgsi;mitte lubada lapsevanemaid ja muid külastajaid kooli hoovi autoga;vist mitte;
11/26/2019 14:40:08;Tallinna Järveotsa Gümnaasium;Naine;1.-3.;Kuni 1 km;Mitte kunagi;Mitte kunagi;Alati;Pooltel kordadel nädalast;Mitte kunagi;Mitte kunagi;Kool asub kodu lähedal, seele pärast jalgsi, kevafeti ja sügisel mõnikord tõukerattaga, lapse omal soovil.;Mitte kunagi;Mitte kunagi;Mitte kunagi;Alati;Pooltel kordadel nädalast;Mitte kunagi;Mitte kunagi;;Ei kasuta lapse transportimiseks autot;suhteliselt ohutu;Tuleb ületada autotee, kuigi majade juures.;alla 5 minuti;Viime halva ilma korral;Ei pea üldse oluliseks;Nii ja naa;Ei muutu midagi;5-10 minutit;käibki ise;Väga hea;rohkem kui 60 minutit;Suhteliselt ohutu;Reguleerimata ülekäigurajad+Halvasti valgustatud tänavad;Nii ja naa;Sõitvad autod;Jalgsi;Jah, ei lubata autodega kooli ette sõita kooli tundide ajal.;Ei;
11/26/2019 14:46:38;Tallinna Järveotsa Gümnaasium;Naine;4.-6.;Kuni 1 km;Mitte kunagi;Mitte kunagi;Alati;Pooltel kordadel nädalast;Mitte kunagi;Mitte kunagi;Lapse soovil tõukerattaga kevadel ja sügisel, nii on veel kiirem, kui jalgsi;Mitte kunagi;Mitte kunagi;Mitte kunagi;Alati;Pooltel kordadel nädalast;Mitte kunagi;Mitte kunagi;;Ei kasuta lapse transportimiseks autot;suhteliselt ohutu;Sõitvad autod;alla 5 minuti;Viime halva ilma korral;Ei pea üldse oluliseks;Nii ja naa;Ei muutu midagi+Käib ise koolis;5-10 minutit;käibki ise;Väga hea;rohkem kui 60 minutit;Suhteliselt ohutu;Reguleerimata ülekäigurajad+Halvasti valgustatud tänavad;Nii ja naa;Sõitvad autod;Jalgsi;Ei luba autodel kooli territooriumile sõita koolitundide ajal;Ei;
11/26/2019 15:36:34;Tallinna Järveotsa Gümnaasium;Mees;7.-9.;Üle 10 km;Mitte kunagi;Alati;Mitte kunagi;Mitte kunagi;Mitte kunagi;Mitte kunagi;Sellepärast, et kool asub kodust 20 km kaugusel.;Mitte kunagi;Mitte kunagi;Alati;Mitte kunagi;Mitte kunagi;Mitte kunagi;Mitte kunagi;;Ei kasuta lapse transportimiseks autot;;;31-45 minutit;Viime ühistranspordi peatuseni+sest tee sinna on muidu ohtlik.;Pean väga oluliseks;Pean oluliseks;Käib ise koolis;rohkem kui 60 minutit;käibki ise;Väga hea;rohkem kui 60 minutit;Nii ja naa;Paljud täiskasvanud näitavad oma liikluskäitumisega lastele halba eeskuju;On probleem ;Ei ole märganud;Harva käin;;;
11/26/2019 16:38:08;Tallinna Järveotsa Gümnaasium;Naine;1.-3.;Kuni 1 km;Mitte kunagi;Mitte kunagi;Alati;Mitte kunagi;Mitte kunagi;Mitte kunagi;Kool on lähedal;Mitte kunagi;Mitte kunagi;Mitte kunagi;Alati;Mitte kunagi;Mitte kunagi;Mitte kunagi;;Ei kasuta lapse transportimiseks autot;täiesti ohutu;;alla 5 minuti;ei vii autoga kooli;Nii ja naa;Pean väga oluliseks;Käib ise koolis;11-20 minutit;käibki ise;Hea;31-45 minutit;Nii ja naa;Reguleerimata ülekäigurajad+Pööret lõpetavad juhid ei anna lastele teed+Ülekäigurajal on parkivate sõidukite tõttu nähtavus piiratud+Paljud täiskasvanud näitavad oma liikluskäitumisega lastele halba eeskuju+Teised autod+kes pidevalt sõidavad maja parklast üle ülekäiguraja+vaatamata sellele+et seal inimesed.;Ei tekita muret;Autod sõidavad liiga kiirest maja vahel.;Jalgsi;panna valgusfoori;;
11/26/2019 16:45:37;Tallinna Järveotsa Gümnaasium;Naine;1.-3.;Kuni 1 km;Mitte kunagi;Mitte kunagi;Alati;Mitte kunagi;Mitte kunagi;Mitte kunagi;Koolini jalgsi on 300m, autoga um.2km.;Mitte kunagi;Mitte kunagi;Mitte kunagi;Alati;Mitte kunagi;Mitte kunagi;Mitte kunagi;;Ei kasuta lapse transportimiseks autot;nii ja naa;Teiste vanemate autod;5-10 minutit;Ei vii autoga;Nii ja naa;Pean väga oluliseks;Ei muutu midagi;5-10 minutit;käibki ise;Hea;rohkem kui 60 minutit;Nii ja naa;Reguleerimata ülekäigurajad+Lubatud sõidukiirust ületavad juhid;On suur probleem ;;;Kool midagi ei saa teha;Ei;
11/26/2019 18:30:10;Tallinna Järveotsa Gümnaasium;Mees;1.-3.;Kuni 1 km;Mitte kunagi;Mitte kunagi;Alati;Pooltel kordadel nädalast;Mitte kunagi;Mitte kunagi;Kõige sobivam;Mitte kunagi;Mitte kunagi;Mitte kunagi;Alati;Pooltel kordadel nädalast;Mitte kunagi;Mitte kunagi;;Ei kasuta lapse transportimiseks autot;täiesti ohutu;;5-10 minutit;Käib jalgsi kooli;Pean oluliseks;Nii ja naa;Ei muutu midagi;5-10 minutit;Ei;Hea;5-10 minutit;Täiesti Suhteliselt ohutu;Minu arvates ei ole lapsel kooliteel mingeid ohte;Nii ja naa;Ei ole märganud;Jalgsi;Ei;Ei;
11/26/2019 19:15:02;Tallinna Järveotsa Gümnaasium;Naine;7.-9.;5-10 km;Harva;Tihti;Pooltel kordadel nädalast;Mitte kunagi;Mitte kunagi;Mitte kunagi;me ei oma lube;Mitte kunagi;Mitte kunagi;Tihti;Harva;Harva;Mitte kunagi;Mitte kunagi;;Viin autoga kooli (isegi kui vahel harva);suhteliselt ohutu;Aeg ajalt on hommikuti kiire ja kaas liiklejad on närvilised ja ettevaatamatud.;5-10 minutit;Viime halva ilma korral+Kui oleme hiljaks jäämas+Kui lapsed on hommikul väga väsinud;Nii ja naa;Nii ja naa;Käib ise koolis;11-20 minutit;käibki ise;Väga hea;46-60 minutit;Suhteliselt ohutu;Reguleerimata ülekäigurajad+Halvasti valgustatud tänavad+Pööret lõpetavad juhid ei anna lastele teed+Sõidukijuhid sõidavad tihti punase fooritulega ristmikule+mida lapsed peavad ületama+Paljud täiskasvanud näitavad oma liikluskäitumisega lastele halba eeskuju+Lubatud sõidukiirust ületavad juhid;Ei tekita muret;Kui vanemad toovad lapsi kooli tihti on neil kiire kooli alal ja nad ei märka teisi jala liiklevaid lapsi kooli ees alal.;mina liiklen seal alati jala kuna käin ka ühistranspordiga ;Et autodega ei sõidetaks kooli ette .;Ei sõida autoga kooli juurde. ;
